08-02 15:15:10,76.734,18.996,2.999,0,0,3038236,2375212,16804,594312
08-02 15:15:11,82.129,14.229,2.247,0,0.999,3037820,2374964,16804,594960
08-02 15:15:12,78.163,14.280,3.006,0,3.257,3037348,2374492,16812,595876
08-02 15:15:13,81.999,14.500,2.000,0,0,3037516,2373708,16820,596464
08-02 15:15:14,79.233,16.996,2.999,0,0.750,3069572,2340696,16820,597404
08-02 15:15:15,74.975,19.244,3.499,0,0.250,3076116,2332896,16820,598620
08-02 15:15:16,78.526,17.006,3.001,0,0.750,3076464,2331656,16820,599492
08-02 15:15:17,77.938,17.736,2.248,0,0.500,3077240,2329900,16820,600444
08-02 15:15:18,77.329,19.270,2.503,0,0.501,3077820,2328388,16820,601360
08-02 15:15:19,78.612,19.466,1.996,0,0,3081612,2323384,16820,602544
08-02 15:15:20,79.365,17.776,1.502,0,0,3085576,2318596,16820,603344
08-02 15:15:21,81.514,16.003,1.500,0,0.250,3099568,2303764,16820,604160
08-02 15:15:22,80.011,18.003,1.000,0,0.500,3104848,2297496,16820,605124
08-02 15:15:23,75.238,20.247,2.500,0,0.250,3105472,2295764,16820,606200
08-02 15:15:24,74.253,20.501,2.250,0,2.000,3104776,2295604,16828,607032
08-02 15:15:25,79.757,17.502,1.250,0,1.250,3110472,2288828,16828,608088
08-02 15:15:26,79.011,19.003,1.500,0,0,3116164,2282276,16828,608924
08-02 15:15:27,78.226,18.244,1.250,0,1.749,3131164,2266440,16828,609736
08-02 15:15:28,79.024,18.006,1.500,0,0.250,3133112,2263672,16828,610536
08-02 15:15:29,81.744,17.749,0.750,0,0.250,3133164,2262656,16828,611476
08-02 15:15:30,78.749,18.500,2.250,0,0,3132764,2261940,16828,612568
08-02 15:15:31,77.753,17.751,2.750,0,0.250,3132536,2261208,16828,613500
08-02 15:15:32,75.145,20.971,2.497,0,0.499,3132584,2259952,16828,614676
08-02 15:15:33,76.845,19.024,2.503,0,0.501,3132048,2259448,16828,615692
08-02 15:15:34,75.239,21.924,2.491,0,0.249,3125096,2265152,16828,616912
08-02 15:15:35,75.978,20.311,2.508,0,0.752,3124468,2264656,16828,618012
08-02 15:15:36,75.791,20.511,2.751,0,0,3123936,2263932,16828,619236
08-02 15:15:37,75.218,19.991,2.749,0,0,3123728,2262928,16828,620416
08-02 15:15:38,76.298,18.011,4.253,0,0,3123832,2261680,16828,621528
08-02 15:15:39,82.694,15.490,0.749,0,0,3123656,2260928,16828,622432
08-02 15:15:40,76.914,19.978,2.997,0,0,3137824,2245576,16828,623588
08-02 15:15:41,77.125,18.280,2.504,0,0.250,3142164,2240284,16828,624512
08-02 15:15:42,75.751,19.500,3.750,0,0.750,3142620,2238520,16828,625788
08-02 15:15:43,77.000,17.750,3.250,0,0.500,3142572,2237356,16828,626972
08-02 15:15:44,76.243,19.748,2.750,0,0.250,3142836,2236096,16828,627944
08-02 15:15:45,76.254,18.251,3.250,0,1.000,3143176,2234584,16828,629084
08-02 15:15:46,75.513,19.253,3.001,0,1.000,3143136,2233356,16828,630332
08-02 15:15:47,77.722,18.743,2.499,0,0,3142684,2232600,16828,631504
08-02 15:15:48,75.244,18.498,2.750,0,3.750,3142876,2231340,16828,632536
08-02 15:15:49,75.037,19.009,3.001,0,1.000,3143736,2229324,16828,633672
08-02 15:15:50,76.585,19.957,2.994,0,0.499,3144020,2227812,16828,634868
08-02 15:15:51,74.142,20.539,3.006,0,0.501,3143564,2227088,16828,636020
08-02 15:15:52,74.744,20.998,3.250,0,0,3143264,2226080,16828,637288
08-02 15:15:53,72.022,19.756,4.001,0,2.751,3143480,2224820,16828,638304
08-02 15:15:54,74.732,18.496,3.749,0,1.500,3143400,2223560,16836,639604
08-02 15:15:55,74.234,19.496,2.999,0,1.750,3143852,2222052,16836,640636
08-02 15:15:56,75.013,20.253,3.251,0,0.750,3143580,2221044,16836,641880
08-02 15:15:57,74.170,21.227,3.247,0,0,3143904,2219528,16836,643052
08-02 15:15:58,73.229,19.994,3.249,0,2.249,3143484,2218720,16836,644256
08-02 15:15:59,74.789,19.760,2.751,0,0.500,3143232,2217712,16836,645472
08-02 15:16:00,72.459,20.488,2.998,0,0.500,3142844,2216956,16836,646612
08-02 15:16:01,72.720,20.991,3.249,0,0.250,3140228,2218140,16836,648048
08-02 15:16:02,75.162,16.980,2.247,0,3.246,3141672,2215804,16836,649004
08-02 15:16:03,68.915,17.542,3.007,0,7.769,3139464,2217272,16836,649824
08-02 15:16:04,74.007,20.752,2.750,0,0.250,3139936,2215800,16836,651056
08-02 15:16:05,72.795,20.012,3.252,0,2.752,3138996,2216040,16836,652176
08-02 15:16:06,72.253,21.001,3.250,0,3.750,3136536,2218108,16836,653452
08-02 15:16:07,72.197,19.735,3.248,0,3.248,3136080,2218748,16836,654468
08-02 15:16:08,29.762,7.503,61.525,0,1.751,3134620,2221408,16836,655060
08-02 15:16:09,0.250,0,98.753,0,0,3122984,2233884,16836,655060
08-02 15:16:10,0.250,1.000,98.230,0,0.250,3118220,2238648,16836,655060
08-02 15:16:11,0.250,0,99.517,0,0.250,3118300,2238568,16836,655060
08-02 15:16:12,0.999,0,98.693,0,0,3112004,2244864,16836,655060
08-02 15:16:13,0.250,0,99.794,0,0,3112256,2244612,16836,655060
08-02 15:16:14,0,0.250,99.517,0,0,3112256,2244612,16836,655060
08-02 15:16:15,0.250,0,99.496,0,0,3112256,2244612,16836,655060
08-02 15:16:16,0.250,0.250,99.488,0,0,3112256,2244612,16836,655060
08-02 15:16:17,0,0,99.788,0,0,3112256,2244612,16836,655060
08-02 15:16:18,0.250,0.250,98.964,0,0.250,3112256,2244612,16836,655060
08-02 15:16:19,0.250,0.750,99.249,0,0,3112256,2244612,16836,655060
08-02 15:16:20,0.250,0,99.486,0,0,3112256,2244612,16836,655060
08-02 15:16:21,0.250,0,99.502,0,0,3112256,2244612,16836,655060
08-02 15:16:22,0.250,0,99.265,0,0,3112256,2244612,16836,655060
08-02 15:16:23,0.250,0.250,99.529,0,0.250,3112256,2244612,16836,655060
08-02 15:16:24,0.250,0.250,99.179,0,0,3113264,2243604,16844,655052
08-02 15:16:25,0.500,0,99.545,0,0,3113252,2243604,16844,655060
08-02 15:16:26,0,0,99.244,0,0,3113252,2243604,16844,655060
08-02 15:16:27,1.000,0.250,98.502,0,0.250,3114008,2242848,16844,655060
08-02 15:16:28,0.250,0.500,99.238,0,0,3114004,2242848,16844,655064
08-02 15:16:29,0,0.250,99.521,0,0,3114004,2242848,16844,655064
08-02 15:16:30,0.250,0.250,98.725,0,0,3114760,2242092,16844,655064
08-02 15:16:31,0.750,0.250,99.023,0,0,3114760,2242092,16844,655064
08-02 15:16:32,0.250,0,99.999,0,0,3114760,2242092,16844,655064
08-02 15:16:33,0,0,99.231,0,0,3114760,2242092,16844,655064
08-02 15:16:34,0,0.250,99.507,0,0,3114760,2242092,16844,655064
08-02 15:16:35,1.000,0.500,98.500,0,0,3114760,2242092,16844,655064
08-02 15:16:36,0,0.250,99.752,0,0,3114728,2242092,16844,655096
08-02 15:16:37,0,0.250,99.249,0,0,3114728,2242092,16844,655096
08-02 15:16:38,0.250,0,99.534,0,0,3114724,2242092,16844,655100
08-02 15:16:39,0.500,0.250,98.501,0,0,3114724,2242092,16844,655100
08-02 15:16:40,0,0,98.993,0,0,3114724,2242092,16844,655100
08-02 15:16:41,0,0,99.487,0,0,3114724,2242092,16844,655100
08-02 15:16:42,0.250,0,99.232,0,0,3114724,2242092,16844,655100
08-02 15:16:43,0.250,0,99.737,0,0.250,3114724,2242092,16844,655100
08-02 15:16:44,0,0,99.266,0,0,3114724,2242092,16844,655100
08-02 15:16:45,0.250,0,99.765,0,0,3114724,2242092,16844,655100
08-02 15:16:46,0.250,0,99.228,0,0,3114724,2242092,16844,655100
08-02 15:16:47,0.250,0.250,99.780,0,0,3114720,2242092,16844,655104
08-02 15:16:48,0.250,0.250,99.232,0,0,3114720,2242092,16844,655104
08-02 15:16:49,0,0.250,99.987,0,0,3114720,2242092,16844,655104
08-02 15:16:50,0.250,0.500,98.755,0,0.250,3115728,2241084,16844,655104
08-02 15:16:51,0,0,99.513,0,0,3114048,2242764,16844,655104
08-02 15:16:52,0.250,0,99.491,0,0,3114048,2242764,16844,655104
08-02 15:16:53,0,0,99.479,0,0,3113984,2242828,16844,655104
08-02 15:16:54,0.750,0,99.273,0,0,3113984,2242828,16844,655104
08-02 15:16:55,0.250,0.500,99.215,0.250,0,3113976,2242828,16852,655104
08-02 15:16:56,0.250,0.250,99.773,0,0,3111632,2245172,16852,655104
08-02 15:16:57,0.250,0,98.736,0,0.250,3111884,2244920,16852,655104
08-02 15:16:58,0,0,99.516,0,0,3111884,2244920,16852,655104
08-02 15:16:59,0.500,0,99.505,0,0,3111884,2244920,16852,655104
08-02 15:17:00,0.500,0.500,98.974,0,0,3111884,2244920,16852,655104
08-02 15:17:01,0.250,5.502,93.277,0.250,0.750,3115596,2315640,340,597184
08-02 15:17:02,0.750,10.253,83.528,4.752,2.251,3133520,2467480,12952,417532
08-02 15:17:03,0,0,99.984,0,0,3133520,2467480,12952,417532
08-02 15:17:04,0.250,0,99.497,0,0,3133520,2467480,12952,417532
08-02 15:17:05,0,0,99.743,0,0,3133520,2467480,12952,417532
08-02 15:17:06,0,0,99.505,0,0,3133520,2467480,12952,417532
08-02 15:17:07,0.250,0.250,99.248,0,0,3133512,2467480,12952,417540
08-02 15:17:08,0,0.500,99.741,0,0,3124876,2476116,12952,417540
08-02 15:17:09,0,0,99.458,0,0,3124876,2476116,12952,417540
08-02 15:17:10,0.500,0.500,98.297,0.500,0.250,3127068,2471076,12952,420388
08-02 15:17:11,0,0,99.528,0,0,3127068,2471076,12952,420388
08-02 15:17:12,0.750,0.500,99.498,0,0.250,3126924,2471076,12952,420532
08-02 15:17:13,0,0,99.739,0,0,3126924,2471076,12952,420532
08-02 15:17:14,0.750,0,99.239,0,0,3126924,2471076,12952,420532
08-02 15:17:15,0,0,99.506,0,0.250,3126924,2471076,12952,420532
08-02 15:17:16,0,0.250,99.507,0.250,0,3126924,2471076,12952,420532
08-02 15:17:17,0,0,99.725,0,0,3126920,2471076,12952,420536
08-02 15:17:18,0.250,0,99.267,0,0,3126920,2471076,12952,420536
08-02 15:17:19,0.250,0,100.009,0,0,3126920,2471076,12952,420536
08-02 15:17:20,0,0,99.513,0,0.250,3126920,2471076,12952,420536
08-02 15:17:21,0.250,0.250,99.480,0,0,3126920,2471076,12952,420536
08-02 15:17:22,0,0.250,99.749,0,0,3126920,2471076,12952,420536
08-02 15:17:23,0.500,0,99.752,0,0,3126920,2471076,12952,420536
08-02 15:17:24,0,0,99.251,0,0,3126912,2471076,12956,420540
08-02 15:17:25,0.250,0.500,99.483,0,0,3126892,2471076,12968,420548
08-02 15:17:26,0,0,99.760,0,0,3126892,2471076,12968,420548
08-02 15:17:27,0.750,0,98.981,0,0,3126892,2471076,12968,420548
08-02 15:17:28,0,0,100.022,0,0,3126892,2471076,12968,420548
08-02 15:17:29,0.250,0,99.004,0,0,3126892,2471076,12968,420548
08-02 15:17:30,0,0.250,99.750,0,0,3126720,2471076,12968,420720
08-02 15:17:31,1.750,0,97.752,0,0,3126720,2471076,12968,420720
08-02 15:17:32,0.250,0.500,99.220,0,0,3126720,2471076,12968,420720
08-02 15:17:33,0,0,99.780,0,0,3126720,2471076,12968,420720
08-02 15:17:34,0,0,99.490,0,0,3126720,2471076,12968,420720
08-02 15:17:35,0.500,0.500,99.215,0,0,3126680,2471076,12968,420760
08-02 15:17:36,0.250,0,99.763,0,0,3126680,2471076,12968,420760
08-02 15:17:37,0.250,0,98.739,0,0.250,3126680,2471076,12968,420760
08-02 15:17:38,0,0,99.267,0,0,3126680,2471076,12968,420760
08-02 15:17:39,0.250,0,99.760,0,0.250,3126680,2471076,12968,420760
08-02 15:17:40,0,0.250,99.244,0,0,3126680,2471076,12968,420760
08-02 15:17:41,0,0,99.718,0,0,3126680,2471076,12968,420760
08-02 15:17:42,0.500,0,99.038,0,0,3126676,2471076,12968,420764
08-02 15:17:43,0.250,0.250,99.987,0,0,3126676,2471076,12968,420764
08-02 15:17:44,0,0,99.234,0,0,3126676,2471076,12968,420764
08-02 15:17:45,0,0.500,100.046,0,0,3126676,2471076,12968,420764
08-02 15:17:46,0,0,99.501,0,0.250,3126676,2471076,12968,420764
08-02 15:17:47,0,0,99.472,0,0,3126676,2471076,12968,420764
08-02 15:17:48,0.750,0,99.488,0,0,3126672,2471076,12968,420768
08-02 15:17:49,0,0,99.786,0,0,3126672,2471076,12968,420768
08-02 15:17:50,0.250,0.749,98.564,0,0.250,3126504,2471076,12968,420936
08-02 15:17:51,0,0.250,99.910,0,0,3126504,2471076,12968,420936
08-02 15:17:52,0,0,99.249,0,0,3126504,2471076,12968,420936
08-02 15:17:53,0,0,99.514,0.250,0,3126504,2471076,12968,420936
08-02 15:17:54,0.500,0,99.749,0,0,3126504,2471076,12968,420936
08-02 15:17:55,0,0.250,98.957,0.250,0,3126496,2471076,12976,420936
08-02 15:17:56,0.250,0.250,99.776,0,0,3126496,2471076,12976,420936
08-02 15:17:57,0.250,0,99.252,0,0,3126496,2471076,12976,420936
08-02 15:17:58,0,0,98.997,0,0,3126496,2471076,12976,420936
08-02 15:17:59,0.500,0.250,99.981,0,0.250,3126496,2471076,12976,420936
08-02 15:18:00,0,0,99.283,0,0,3126496,2471076,12976,420936
08-02 15:18:01,0.250,0.250,99.220,0,0.750,3126496,2471076,12976,420936
08-02 15:18:02,0.250,0.250,99.538,0,0.500,3126496,2471076,12976,420936
08-02 15:18:03,0,0,98.979,0,1.250,3126496,2471076,12980,420932
08-02 15:18:04,0.250,0,99.750,0,0.250,3126416,2471076,12980,421012
08-02 15:18:05,0.250,0.250,99.251,0,0,3126412,2471076,12984,421012
08-02 15:18:06,0,0,99.013,0,0,3126412,2471076,12984,421012
08-02 15:18:07,0.500,0,99.742,0,0,3126412,2471076,12984,421012
08-02 15:18:08,0,0.250,99.246,0,0,3126412,2471076,12984,421012
08-02 15:18:09,0.250,0.250,99.498,0,0,3126412,2471076,12984,421012
08-02 15:18:10,0.500,0.500,98.760,0,0,3126916,2470572,12984,421012
08-02 15:18:11,0,0,99.992,0,0.250,3126916,2470572,12984,421012
08-02 15:18:12,0.500,0.250,98.994,0,0,3126916,2470572,12984,421012
08-02 15:18:13,0.250,0,99.759,0,0,3126916,2470572,12984,421012
08-02 15:18:14,0,0,99.006,0,0.250,3126916,2470572,12984,421012
08-02 15:18:15,0,0,99.992,0,0.250,3126916,2470572,12984,421012
08-02 15:18:16,0,0.250,99.503,0,0,3126916,2470572,12984,421012
08-02 15:18:17,0.500,0.250,99.238,0,0,3126912,2470572,12984,421016
08-02 15:18:18,0.250,0,99.526,0,0,3118848,2478636,12984,421016
08-02 15:18:19,0.750,0.750,97.248,0.250,0,3118844,2476904,13124,422612
08-02 15:18:20,0.250,0,99.460,0,0,3118844,2476904,13124,422612
08-02 15:18:21,0.250,0,99.513,0,0,3118844,2476904,13124,422612
08-02 15:18:22,0,0,99.690,0,0,3118844,2476904,13124,422612
08-02 15:18:23,0,0.500,99.085,0,0,3117632,2478116,13124,422612
08-02 15:18:24,0.500,0.250,99.479,0,0,3117844,2477904,13124,422612
08-02 15:18:25,0.750,0,99.228,0,0,3117844,2477904,13124,422612
08-02 15:18:26,0,0,99.544,0.250,0,3117836,2477904,13132,422612
08-02 15:18:27,0.250,0,99.191,0,0,3117836,2477904,13132,422612
08-02 15:18:28,0.250,0.250,99.548,0,0,3117836,2477904,13132,422612
08-02 15:18:29,0,0,99.506,0,0,3117836,2477904,13132,422612
08-02 15:18:30,0.250,0.250,98.977,0,0,3119096,2476644,13132,422612
08-02 15:18:31,0.500,0,99.264,0.250,0.250,3119096,2476644,13132,422612
08-02 15:18:32,0.250,0.250,99.496,0,0,3119096,2476644,13132,422612
08-02 15:18:33,0,0.250,99.501,0,0,3119096,2476644,13132,422612
08-02 15:18:34,0,0,99.763,0,0,3119096,2476644,13132,422612
08-02 15:18:35,0.750,0.500,98.737,0,0.500,3119320,2476420,13132,422612
08-02 15:18:36,0.250,0,99.247,0,0,3119320,2476420,13132,422612
08-02 15:18:37,0.250,0.250,100.015,0,0.500,3119320,2476420,13132,422612
08-02 15:18:38,0.250,0.250,98.981,0,0,3119272,2476420,13132,422660
08-02 15:18:39,0.250,0,99.487,0,0,3119272,2476420,13132,422660
08-02 15:18:40,0,0,99.625,0,0,3119272,2476420,13132,422660
08-02 15:18:41,0,0,99.377,0,0,3119272,2476420,13132,422660
08-02 15:18:42,0.500,0.250,99.505,0,0,3119272,2476420,13132,422660
08-02 15:18:43,0.500,0,99.265,0,0,3119272,2476420,13132,422660
08-02 15:18:44,0.250,0,99.761,0,0,3119272,2476420,13132,422660
08-02 15:18:45,0,0,99.246,0,0,3119272,2476420,13132,422660
08-02 15:18:46,0,0,99.996,0,0,3119268,2476420,13132,422664
08-02 15:18:47,0.250,0.250,99.248,0,0,3119268,2476420,13132,422664
08-02 15:18:48,0,0.250,99.746,0,0,3119268,2476420,13132,422664
08-02 15:18:49,0.250,0.250,99.262,0,0,3119268,2476420,13132,422664
08-02 15:18:50,0.500,0.250,98.995,0,0,3119268,2476420,13132,422664
08-02 15:18:51,0,0,99.744,0,0,3119268,2476420,13132,422664
08-02 15:18:52,0.250,0.500,99.009,0,0.750,3119264,2476420,13132,422668
08-02 15:18:53,0.500,0,99.508,0,0,3119264,2476420,13132,422668
08-02 15:18:54,0.250,0.250,99.504,0.250,0,3119264,2476420,13132,422668
08-02 15:18:55,0,0,99.243,0,0,3119264,2476420,13132,422668
08-02 15:18:56,0,0,99.739,0,0,3119264,2476420,13132,422668
08-02 15:18:57,0.250,0,99.275,0.250,0,3119252,2476420,13140,422672
08-02 15:18:58,0.500,0.250,99.495,0,0,3119252,2476420,13140,422672
08-02 15:18:59,0,0,99.482,0,0,3119252,2476420,13140,422672
08-02 15:19:00,0.250,0,99.258,0,0,3119252,2476420,13140,422672
08-02 15:19:01,0.500,0,99.510,0,0,3119252,2476420,13140,422672
08-02 15:19:02,0,0,99.213,0,0.500,3119252,2476420,13140,422672
08-02 15:19:03,0,0.250,99.477,0,0.250,3119252,2476420,13140,422672
08-02 15:19:04,0.250,0,99.451,0,0,3119252,2476420,13140,422672
08-02 15:19:05,0.501,0.250,99.604,0,0.250,3119252,2476420,13140,422672
08-02 15:19:06,0.250,0,99.737,0,0.500,3119252,2476420,13140,422672
08-02 15:19:07,0,0,99.536,0,0.250,3119252,2476420,13140,422672
08-02 15:19:08,0.250,0,99.743,0,0,3119252,2476420,13140,422672
08-02 15:19:09,0,0,99.497,0,0,3119252,2476420,13140,422672
08-02 15:19:10,0,0.750,99.261,0,0,3119500,2476172,13140,422672
08-02 15:19:11,0,0,99.457,0,0,3119500,2476172,13140,422672
08-02 15:19:12,0.500,0,99.514,0,0.250,3119500,2476172,13140,422672
08-02 15:19:13,0.250,0.250,99.483,0,0,3119500,2476172,13140,422672
08-02 15:19:14,0.250,0,99.480,0,0,3119500,2476172,13140,422672
08-02 15:19:15,0,0.250,99.277,0,0,3119500,2476172,13140,422672
08-02 15:19:16,0,0,99.767,0,0,3119500,2476172,13140,422672
08-02 15:19:17,0.250,0,99.483,0,0,3119500,2476172,13140,422672
08-02 15:19:18,0.250,0,99.732,0,0.250,3119500,2476172,13140,422672
08-02 15:19:19,0,0.250,99.031,0,0,3119500,2476172,13140,422672
08-02 15:19:20,0.250,0,99.738,0,0,3119500,2476172,13140,422672
08-02 15:19:21,0.250,0.500,99.259,0,0,3119500,2476172,13140,422672
08-02 15:19:22,0.250,0,99.739,0,0,3119500,2476172,13140,422672
08-02 15:19:23,0,0,99.489,0,0.250,3119500,2476172,13140,422672
08-02 15:19:24,0.250,0,99.024,0,0,3119500,2476172,13140,422672
08-02 15:19:25,1.000,0,98.975,0,0,3119500,2476172,13140,422672
08-02 15:19:26,0.250,0,99.276,0,0.500,3119500,2476172,13140,422672
08-02 15:19:27,0.500,0.500,98.966,0,0,3119488,2476172,13148,422676
08-02 15:19:28,0.250,0,99.764,0,0,3119488,2476172,13148,422676
08-02 15:19:29,0.250,0.250,99.503,0,0,3119488,2476172,13148,422676
08-02 15:19:30,0.250,0.250,99.010,0,0,3119488,2476172,13148,422676
08-02 15:19:31,0,0.250,99.240,0,0,3119484,2476172,13148,422680
08-02 15:19:32,1.500,0,98.256,0,0,3119480,2476172,13148,422684
08-02 15:19:33,0.250,0,99.280,0,0,3119480,2476172,13148,422684
08-02 15:19:34,0,0.250,99.724,0,0,3119480,2476172,13148,422684
08-02 15:19:35,0.250,0.500,98.758,0,0,3111664,2483988,13148,422684
08-02 15:19:36,0.250,0,99.746,0,0,3111632,2483988,13148,422716
08-02 15:19:37,1.000,0,98.757,0,0,3111632,2483988,13148,422716
08-02 15:19:38,0,0.250,99.738,0,0.250,3111632,2483988,13148,422716
08-02 15:19:39,0.500,0,98.995,0,0,3112136,2483484,13148,422716
08-02 15:19:40,0,0,99.756,0,0,3112136,2483484,13148,422716
08-02 15:19:41,0,0.500,99.741,0,0,3112136,2483484,13148,422716
08-02 15:19:42,0.250,0.250,99.021,0,0,3112136,2483484,13148,422716
08-02 15:19:43,0.250,0,99.482,0,0.250,3112136,2483484,13148,422716
08-02 15:19:44,0.250,0,99.734,0,0,3112136,2483484,13148,422716
08-02 15:19:45,0.250,0,99.497,0,0,3112136,2483484,13148,422716
08-02 15:19:46,0,0.250,99.294,0,0.250,3112136,2483484,13148,422716
08-02 15:19:47,0.250,0,99.737,0,0,3112136,2483484,13148,422716
08-02 15:19:48,0.250,0,99.750,0,0,3112136,2483484,13148,422716
08-02 15:19:49,0.250,0,99.254,0,0,3112136,2483484,13148,422716
08-02 15:19:50,0.250,0.250,98.968,0,0,3112132,2483484,13148,422720
08-02 15:19:51,0.250,0,99.790,0,0,3112132,2483484,13148,422720
08-02 15:19:52,10.998,0.750,88.231,0,0,3112356,2483260,13148,422720
08-02 15:19:53,10.249,0.250,89.239,0,0,3112352,2483260,13148,422728
08-02 15:19:54,42.005,2.250,53.506,0,0,3128960,2466628,13148,422752
08-02 15:19:55,15.998,1.250,82.488,0,0.250,3128948,2466628,13148,422764
08-02 15:19:56,7.497,0.250,90.967,0,0,3128936,2466628,13148,422776
08-02 15:19:57,0.500,0.250,98.799,0,0,3128924,2466628,13156,422780
08-02 15:19:58,0.500,0,98.452,0,1.249,3128924,2466628,13156,422780
08-02 15:19:59,13.004,3.251,81.778,0,1.250,3136432,2459076,13156,422824
08-02 15:20:00,6.753,0.500,91.536,0,0.250,3136416,2459076,13156,422840
08-02 15:20:01,3.736,0.747,94.882,0,0,3136408,2459076,13156,422848
08-02 15:20:02,3.513,1.004,87.575,0.251,18.820,3136384,2459076,13156,422872
08-02 15:20:03,3.495,0.999,93.124,0,3.745,3136376,2459076,13156,422880
08-02 15:20:04,35.546,4.005,56.573,0,3.755,3133108,2462256,13156,422968
08-02 15:20:05,36.207,4.495,56.932,0,2.996,3124248,2470984,13156,423100
08-02 15:20:06,18.266,4.254,74.815,0,3.253,3124112,2470984,13156,423236
08-02 15:20:07,2.251,0.500,97.040,0,1.000,3124060,2470984,13156,423288
08-02 15:20:08,0,0,99.763,0,0,3124060,2470984,13156,423288
08-02 15:20:09,0.250,0,98.990,0,0.250,3124060,2470984,13156,423288
08-02 15:20:10,0.750,1.000,98.523,0,0,3124060,2470984,13156,423288
08-02 15:20:11,0.250,0,99.769,0,0,3124060,2470984,13156,423288
08-02 15:20:12,0.250,0.250,99.208,0,0,3124060,2470984,13156,423288
08-02 15:20:13,0.500,0.250,99.274,0,0,3124060,2470984,13156,423288
08-02 15:20:14,0,0.250,99.241,0,0,3124060,2470984,13156,423288
08-02 15:20:15,0,0,99.747,0,0,3123920,2470984,13156,423428
08-02 15:20:16,0.250,0,99.492,0,0,3123920,2470984,13156,423428
08-02 15:20:17,0.250,0,99.493,0,0,3123920,2470984,13156,423428
08-02 15:20:18,0,0,99.519,0,0,3123920,2470984,13156,423428
08-02 15:20:19,0.500,0,99.452,0,0.500,3123920,2470984,13156,423428
08-02 15:20:20,0,0.500,99.036,0,0.250,3123920,2470984,13156,423428
